2.861022949218750000e-06,2.861022949218750000e-06,2.145767211914062500e-06,2.145767211914062500e-06,1.907348632812500000e-06,2.145767211914062500e-06,1.907348632812500000e-06,2.145767211914062500e-06,1.907348632812500000e-06,1.907348632812500000e-06,9.536743164062500000e-07,1.907348632812500000e-06,2.145767211914062500e-06,1.907348632812500000e-06,3.099441528320312500e-06,2.145767211914062500e-06,9.536743164062500000e-07,1.907348632812500000e-06,9.536743164062500000e-07,2.145767211914062500e-06,1.192092895507812500e-06,9.536743164062500000e-07,9.536743164062500000e-07,1.907348632812500000e-06,2.145767211914062500e-06,9.536743164062500000e-07,9.536743164062500000e-07,1.907348632812500000e-06,2.145767211914062500e-06,1.907348632812500000e-06,1.907348632812500000e-06,9.536743164062500000e-07,9.536743164062500000e-07,1.192092895507812500e-06,9.536743164062500000e-07,9.536743164062500000e-07,1.192092895507812500e-06,2.145767211914062500e-06,1.907348632812500000e-06,9.536743164062500000e-07,9.536743164062500000e-07,9.536743164062500000e-07,2.145767211914062500e-06,9.536743164062500000e-07,9.536743164062500000e-07,9.536743164062500000e-07,9.536743164062500000e-07,9.536743164062500000e-07,9.536743164062500000e-07,2.145767211914062500e-06
1.597404479980468750e-05,7.152557373046875000e-06,6.914138793945312500e-06,6.914138793945312500e-06,7.152557373046875000e-06,6.914138793945312500e-06,1.001358032226562500e-05,5.960464477539062500e-06,6.198883056640625000e-06,6.914138793945312500e-06,3.851890563964843750e-03,3.232002258300781250e-03,3.228187561035156250e-03,3.242969512939453125e-03,3.234863281250000000e-03,3.267049789428710938e-03,3.123998641967773438e-03,3.210067749023437500e-03,3.216981887817382812e-03,3.228902816772460938e-03,1.129865884780883789e+00,1.108291149139404297e+00,1.130888938903808594e+00,1.139318943023681641e+00,1.116337060928344727e+00,1.113769054412841797e+00,1.103349924087524414e+00,1.105894088745117188e+00,1.110126018524169922e+00,1.092328786849975586e+00,3.590106964111328125e-03,3.396034240722656250e-03,3.381013870239257812e-03,3.398895263671875000e-03,3.405094146728515625e-03,3.469944000244140625e-03,3.515005111694335938e-03,3.357887268066406250e-03,3.365993499755859375e-03,3.363132476806640625e-03,3.216981887817382812e-03,3.251075744628906250e-03,3.237962722778320312e-03,3.193855285644531250e-03,3.212928771972656250e-03,3.198146820068359375e-03,3.234863281250000000e-03,3.234863281250000000e-03,3.206014633178710938e-03,3.226995468139648438e-03
1.287460327148437500e-05,9.059906005859375000e-06,1.001358032226562500e-05,1.001358032226562500e-05,1.001358032226562500e-05,1.001358032226562500e-05,1.001358032226562500e-05,1.001358032226562500e-05,9.059906005859375000e-06,1.001358032226562500e-05,1.207900047302246094e-02,6.410121917724609375e-03,6.389856338500976562e-03,6.387948989868164062e-03,6.418943405151367188e-03,6.467819213867187500e-03,6.438970565795898438e-03,6.401062011718750000e-03,6.405830383300781250e-03,6.411075592041015625e-03,2.283396005630493164e+00,2.257649183273315430e+00,2.237787008285522461e+00,2.231466054916381836e+00,2.235621929168701172e+00,2.190911054611206055e+00,2.248358964920043945e+00,2.221741199493408203e+00,2.203394889831542969e+00,2.216449022293090820e+00,6.898880004882812500e-03,6.608009338378906250e-03,6.632804870605468750e-03,6.586790084838867188e-03,6.635904312133789062e-03,6.666898727416992188e-03,6.718873977661132812e-03,6.591081619262695312e-03,6.675004959106445312e-03,6.641149520874023438e-03,6.480932235717773438e-03,6.361007690429687500e-03,6.376028060913085938e-03,6.392955780029296875e-03,6.378889083862304688e-03,6.397962570190429688e-03,6.386995315551757812e-03,6.430864334106445312e-03,6.366014480590820312e-03,6.376028060913085938e-03
1.406669616699218750e-05,1.311302185058593750e-05,1.192092895507812500e-05,1.192092895507812500e-05,1.192092895507812500e-05,1.215934753417968750e-05,1.287460327148437500e-05,1.287460327148437500e-05,1.192092895507812500e-05,1.192092895507812500e-05,9.648084640502929688e-03,9.571075439453125000e-03,9.571075439453125000e-03,9.556055068969726562e-03,9.560108184814453125e-03,9.609937667846679688e-03,9.567022323608398438e-03,9.572982788085937500e-03,9.663105010986328125e-03,9.580850601196289062e-03,3.353254079818725586e+00,3.351878881454467773e+00,3.352932214736938477e+00,3.344506025314331055e+00,3.399072170257568359e+00,3.392935037612915039e+00,3.320295095443725586e+00,3.351683139801025391e+00,3.339909076690673828e+00,3.365324974060058594e+00,1.006388664245605469e-02,9.884119033813476562e-03,9.897947311401367188e-03,9.860992431640625000e-03,9.997844696044921875e-03,9.927988052368164062e-03,9.959936141967773438e-03,9.959936141967773438e-03,9.917974472045898438e-03,9.896993637084960938e-03,9.574890136718750000e-03,9.419918060302734375e-03,9.536981582641601562e-03,9.481906890869140625e-03,9.511947631835937500e-03,9.515047073364257812e-03,9.457826614379882812e-03,9.470939636230468750e-03,9.425878524780273438e-03,9.449958801269531250e-03
2.312660217285156250e-05,1.502037048339843750e-05,1.406669616699218750e-05,1.502037048339843750e-05,1.502037048339843750e-05,1.478195190429687500e-05,1.406669616699218750e-05,1.382827758789062500e-05,1.406669616699218750e-05,1.382827758789062500e-05,1.282310485839843750e-02,1.270008087158203125e-02,1.273393630981445312e-02,1.271796226501464844e-02,1.275014877319335938e-02,1.272487640380859375e-02,1.278400421142578125e-02,1.270580291748046875e-02,1.272892951965332031e-02,1.268792152404785156e-02,4.522300958633422852e+00,4.414448022842407227e+00,4.433065176010131836e+00,4.477455854415893555e+00,4.436204195022583008e+00,4.453895092010498047e+00,4.454049110412597656e+00,4.412858009338378906e+00,4.447403907775878906e+00,4.497613906860351562e+00,1.322889328002929688e-02,1.304316520690917969e-02,1.303315162658691406e-02,1.310586929321289062e-02,1.305818557739257812e-02,1.311182975769042969e-02,1.314115524291992188e-02,1.314783096313476562e-02,1.309013366699218750e-02,1.309394836425781250e-02,1.279497146606445312e-02,1.276803016662597656e-02,1.284098625183105469e-02,1.273703575134277344e-02,1.275897026062011719e-02,1.276707649230957031e-02,1.280117034912109375e-02,1.281905174255371094e-02,1.272702217102050781e-02,1.277899742126464844e-02
1.907348632812500000e-05,1.597404479980468750e-05,1.811981201171875000e-05,1.597404479980468750e-05,1.597404479980468750e-05,1.597404479980468750e-05,1.716613769531250000e-05,1.716613769531250000e-05,1.692771911621093750e-05,1.907348632812500000e-05,1.610803604125976562e-02,1.598095893859863281e-02,1.591801643371582031e-02,1.592206954956054688e-02,1.590490341186523438e-02,1.599287986755371094e-02,1.602292060852050781e-02,1.596713066101074219e-02,1.589393615722656250e-02,1.599407196044921875e-02,5.586127042770385742e+00,5.580317020416259766e+00,5.627105951309204102e+00,5.515872001647949219e+00,5.533530950546264648e+00,5.534296035766601562e+00,5.582056045532226562e+00,5.525403022766113281e+00,5.579363107681274414e+00,5.537068128585815430e+00,1.641488075256347656e-02,1.618003845214843750e-02,1.627397537231445312e-02,1.623106002807617188e-02,1.618289947509765625e-02,1.629185676574707031e-02,1.630306243896484375e-02,1.621413230895996094e-02,1.618695259094238281e-02,1.619601249694824219e-02,1.603293418884277344e-02,1.585102081298828125e-02,1.584887504577636719e-02,1.586699485778808594e-02,1.590013504028320312e-02,1.591801643371582031e-02,1.594090461730957031e-02,1.588511466979980469e-02,1.585888862609863281e-02,1.591992378234863281e-02
2.098083496093750000e-05,1.811981201171875000e-05,1.907348632812500000e-05,1.811981201171875000e-05,1.811981201171875000e-05,4.196166992187500000e-05,1.883506774902343750e-05,1.907348632812500000e-05,1.788139343261718750e-05,1.907348632812500000e-05,1.935887336730957031e-02,1.915097236633300781e-02,1.908206939697265625e-02,1.910901069641113281e-02,1.911592483520507812e-02,1.921510696411132812e-02,1.905679702758789062e-02,1.916885375976562500e-02,1.908898353576660156e-02,1.915001869201660156e-02,6.766891956329345703e+00,6.756666898727416992e+00,6.695958137512207031e+00,6.721554994583129883e+00,6.716343879699707031e+00,6.690574169158935547e+00,6.715392112731933594e+00,6.695071935653686523e+00,6.693911790847778320e+00,6.742513895034790039e+00,1.970911026000976562e-02,1.941013336181640625e-02,1.940298080444335938e-02,1.943397521972656250e-02,1.940894126892089844e-02,1.951289176940917969e-02,1.956200599670410156e-02,1.947903633117675781e-02,1.933717727661132812e-02,1.940202713012695312e-02,1.921296119689941406e-02,1.909399032592773438e-02,1.899099349975585938e-02,1.902103424072265625e-02,1.909899711608886719e-02,1.914787292480468750e-02,1.907706260681152344e-02,1.898503303527832031e-02,1.903414726257324219e-02,1.905584335327148438e-02
2.503395080566406250e-05,2.193450927734375000e-05,2.002716064453125000e-05,2.002716064453125000e-05,2.098083496093750000e-05,2.002716064453125000e-05,2.408027648925781250e-05,2.098083496093750000e-05,2.193450927734375000e-05,2.098083496093750000e-05,2.223205566406250000e-02,2.218890190124511719e-02,2.213191986083984375e-02,2.206683158874511719e-02,2.206802368164062500e-02,2.213907241821289062e-02,2.213788032531738281e-02,2.202892303466796875e-02,2.205896377563476562e-02,2.208900451660156250e-02,7.966263055801391602e+00,7.887411832809448242e+00,7.841955900192260742e+00,7.869277000427246094e+00,7.820579051971435547e+00,7.804452180862426758e+00,7.840818881988525391e+00,7.833393096923828125e+00,7.814193964004516602e+00,7.854916095733642578e+00,2.287793159484863281e-02,2.271699905395507812e-02,2.269601821899414062e-02,2.274608612060546875e-02,2.284002304077148438e-02,2.279901504516601562e-02,2.275109291076660156e-02,2.265381813049316406e-02,2.264904975891113281e-02,2.269411087036132812e-02,2.235889434814453125e-02,2.219200134277343750e-02,2.221202850341796875e-02,2.222108840942382812e-02,2.218198776245117188e-02,2.231097221374511719e-02,2.225184440612792969e-02,2.218699455261230469e-02,2.225422859191894531e-02,2.229118347167968750e-02
2.503395080566406250e-05,2.193450927734375000e-05,2.312660217285156250e-05,2.193450927734375000e-05,2.193450927734375000e-05,2.217292785644531250e-05,2.193450927734375000e-05,2.193450927734375000e-05,2.312660217285156250e-05,2.217292785644531250e-05,2.516007423400878906e-02,2.494597434997558594e-02,2.501416206359863281e-02,2.499103546142578125e-02,2.496790885925292969e-02,2.509021759033203125e-02,2.486491203308105469e-02,2.496814727783203125e-02,2.494001388549804688e-02,2.495908737182617188e-02,9.003913879394531250e+00,8.893665790557861328e+00,8.913748979568481445e+00,8.964015007019042969e+00,9.015220880508422852e+00,8.987385988235473633e+00,8.990550994873046875e+00,8.981592178344726562e+00,8.828827857971191406e+00,8.822729110717773438e+00,2.621078491210937500e-02,2.590513229370117188e-02,2.597904205322265625e-02,2.606511116027832031e-02,2.594995498657226562e-02,2.601718902587890625e-02,2.597999572753906250e-02,2.582502365112304688e-02,2.583909034729003906e-02,2.595591545104980469e-02,2.532815933227539062e-02,2.531385421752929688e-02,2.524995803833007812e-02,2.527880668640136719e-02,2.527403831481933594e-02,2.530908584594726562e-02,2.514410018920898438e-02,2.520418167114257812e-02,2.525401115417480469e-02,2.525496482849121094e-02
2.789497375488281250e-05,2.408027648925781250e-05,2.813339233398437500e-05,2.503395080566406250e-05,2.384185791015625000e-05,2.408027648925781250e-05,2.384185791015625000e-05,2.408027648925781250e-05,2.384185791015625000e-05,2.384185791015625000e-05,2.846884727478027344e-02,2.836680412292480469e-02,2.837800979614257812e-02,2.837014198303222656e-02,2.834582328796386719e-02,2.829504013061523438e-02,2.818298339843750000e-02,2.830505371093750000e-02,2.830290794372558594e-02,2.834796905517578125e-02,1.007924509048461914e+01,1.002103900909423828e+01,9.891828060150146484e+00,1.002898406982421875e+01,1.003601598739624023e+01,9.977185964584350586e+00,1.004807496070861816e+01,9.987327098846435547e+00,1.009714984893798828e+01,1.008803391456604004e+01,2.937102317810058594e-02,2.911901473999023438e-02,2.905392646789550781e-02,2.909898757934570312e-02,2.903103828430175781e-02,2.916383743286132812e-02,2.920317649841308594e-02,2.904701232910156250e-02,2.905201911926269531e-02,2.902412414550781250e-02,2.857589721679687500e-02,2.838587760925292969e-02,2.835106849670410156e-02,2.837920188903808594e-02,2.835083007812500000e-02,2.840209007263183594e-02,2.827000617980957031e-02,2.836012840270996094e-02,2.849411964416503906e-02,2.840709686279296875e-02
