1.000000000000000000e+00,3.814697265625000000e-06,2.145767211914062500e-06,1.907348632812500000e-06,1.907348632812500000e-06,9.536743164062500000e-07
2.000000000000000000e+00,1.692771911621093750e-05,3.610134124755859375e-03,1.079375982284545898e+00,3.487825393676757812e-03,3.290891647338867188e-03
3.000000000000000000e+00,1.215934753417968750e-05,6.494998931884765625e-03,2.167035818099975586e+00,6.813049316406250000e-03,6.510972976684570312e-03
4.000000000000000000e+00,1.382827758789062500e-05,9.670972824096679688e-03,3.247805118560791016e+00,9.993076324462890625e-03,9.646177291870117188e-03
5.000000000000000000e+00,1.597404479980468750e-05,1.300692558288574219e-02,4.356976985931396484e+00,1.329302787780761719e-02,1.285004615783691406e-02
6.000000000000000000e+00,1.692771911621093750e-05,1.607203483581542969e-02,5.445651054382324219e+00,1.637721061706542969e-02,1.600098609924316406e-02
7.000000000000000000e+00,2.002716064453125000e-05,1.933312416076660156e-02,6.487137794494628906e+00,1.967501640319824219e-02,1.927113533020019531e-02
8.000000000000000000e+00,2.408027648925781250e-05,2.228903770446777344e-02,7.615539073944091797e+00,2.302384376525878906e-02,2.256107330322265625e-02
9.000000000000000000e+00,2.503395080566406250e-05,2.527594566345214844e-02,8.653858900070190430e+00,2.647304534912109375e-02,2.554893493652343750e-02
1.000000000000000000e+01,2.598762512207031250e-05,2.873015403747558594e-02,9.733172893524169922e+00,2.948713302612304688e-02,2.867007255554199219e-02
1.100000000000000000e+01,2.789497375488281250e-05,3.170585632324218750e-02,1.090197515487670898e+01,3.261303901672363281e-02,3.174901008605957031e-02
1.200000000000000000e+01,3.004074096679687500e-05,3.471112251281738281e-02,1.196978902816772461e+01,3.608202934265136719e-02,3.482699394226074219e-02
1.300000000000000000e+01,3.290176391601562500e-05,3.817105293273925781e-02,1.299878597259521484e+01,3.932809829711914062e-02,3.786492347717285156e-02
1.400000000000000000e+01,3.695487976074218750e-05,4.155588150024414062e-02,1.411433005332946777e+01,4.267096519470214844e-02,4.105591773986816406e-02
1.500000000000000000e+01,3.600120544433593750e-05,4.426193237304687500e-02,1.521031594276428223e+01,4.563617706298828125e-02,4.407596588134765625e-02
1.600000000000000000e+01,3.910064697265625000e-05,4.765820503234863281e-02,1.633448314666748047e+01,4.889392852783203125e-02,4.722309112548828125e-02
1.700000000000000000e+01,4.100799560546875000e-05,5.087995529174804688e-02,1.743218612670898438e+01,5.195093154907226562e-02,5.018305778503417969e-02
1.800000000000000000e+01,4.196166992187500000e-05,5.377817153930664062e-02,1.844354009628295898e+01,5.511403083801269531e-02,5.338692665100097656e-02
1.900000000000000000e+01,4.410743713378906250e-05,5.673599243164062500e-02,1.952911305427551270e+01,5.825901031494140625e-02,5.682396888732910156e-02
2.000000000000000000e+01,4.792213439941406250e-05,6.018495559692382812e-02,2.069873404502868652e+01,6.205201148986816406e-02,6.060600280761718750e-02
2.100000000000000000e+01,4.720687866210937500e-05,6.312108039855957031e-02,2.175947308540344238e+01,6.500196456909179688e-02,6.267094612121582031e-02
2.200000000000000000e+01,4.887580871582031250e-05,6.651306152343750000e-02,2.284010100364685059e+01,6.796193122863769531e-02,6.605911254882812500e-02
2.300000000000000000e+01,5.102157592773437500e-05,6.978297233581542969e-02,2.387112903594970703e+01,7.118010520935058594e-02,6.953382492065429688e-02
2.400000000000000000e+01,5.388259887695312500e-05,7.267308235168457031e-02,2.494043207168579102e+01,7.460093498229980469e-02,7.266116142272949219e-02
2.500000000000000000e+01,5.388259887695312500e-05,7.592296600341796875e-02,2.610708880424499512e+01,7.785201072692871094e-02,7.572388648986816406e-02
2.600000000000000000e+01,6.198883056640625000e-05,7.900595664978027344e-02,2.714991092681884766e+01,8.084702491760253906e-02,7.888007164001464844e-02
2.700000000000000000e+01,5.888938903808593750e-05,8.235812187194824219e-02,2.840980100631713867e+01,8.421492576599121094e-02,8.159303665161132812e-02
2.800000000000000000e+01,6.484985351562500000e-05,8.563089370727539062e-02,2.947883796691894531e+01,8.696198463439941406e-02,8.497309684753417969e-02
2.900000000000000000e+01,6.294250488281250000e-05,8.851099014282226562e-02,3.046830391883850098e+01,9.024095535278320312e-02,8.826208114624023438e-02
3.000000000000000000e+01,6.604194641113281250e-05,9.143710136413574219e-02,3.149245595932006836e+01,9.327888488769531250e-02,9.139204025268554688e-02
