0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,1.000000000000000000e+00,1.855822106814786210e-02,1.837080159358072187e-02,1.844365527069892832e-02,1.855559313383530959e-02
2.000000000000000042e-02,1.000000000000000000e+00,3.711644213629572420e-02,3.674160318716144374e-02,3.665912584898992077e-02,3.709543071117076679e-02
2.999999999999999889e-02,1.000000000000000000e+00,5.567466320444358630e-02,5.511240478074216215e-02,5.464783208860786445e-02,5.560381731288134566e-02
4.000000000000000083e-02,1.000000000000000000e+00,7.423288427259144839e-02,7.348320637432288749e-02,7.241119434328766036e-02,7.406517728526261501e-02
5.000000000000000278e-02,1.000000000000000000e+00,9.279110534073932437e-02,9.185400796790324507e-02,8.995063296676421294e-02,9.246411335695281508e-02
5.999999999999999778e-02,1.000000000000000000e+00,1.113493264088871726e-01,1.102248095614843243e-01,1.072675683127723711e-01,1.107854637578348095e-01
7.000000000000000666e-02,1.000000000000000000e+00,1.299075474770350624e-01,1.285571602633706068e-01,1.243634207350471227e-01,1.290143573749440165e-01
8.000000000000000167e-02,1.000000000000000000e+00,1.484657685451828968e-01,1.465605458250803517e-01,1.412396105873232055e-01,1.471362665088654931e-01
8.999999999999999667e-02,1.000000000000000000e+00,1.670239896133307589e-01,1.645639313867884590e-01,1.578975582233356767e-01,1.651370568284589169e-01
1.000000000000000056e-01,1.000000000000000000e+00,1.855822106814786487e-01,1.824949835784597796e-01,1.743386839968193436e-01,1.830030341612560174e-01
1.100000000000000006e-01,1.000000000000000000e+00,2.041404317496264831e-01,2.001346643813457504e-01,1.905644082615090829e-01,2.007209878006821213e-01
1.199999999999999956e-01,1.000000000000000000e+00,2.226986528177743452e-01,2.177743451842338585e-01,2.065761513711398545e-01,2.182782300584400481e-01
1.300000000000000044e-01,1.000000000000000000e+00,2.412568738859222073e-01,2.350776441897006463e-01,2.223753336794465074e-01,2.356626318400043829e-01
1.400000000000000133e-01,1.000000000000000000e+00,2.598150949540701249e-01,2.523573315068142753e-01,2.379633755401639739e-01,2.528626540722197502e-01
1.499999999999999944e-01,1.000000000000000000e+00,2.783733160222179315e-01,2.692823461550097885e-01,2.533416973070270473e-01,2.698673748635169733e-01
1.600000000000000033e-01,1.000000000000000000e+00,2.969315370903657936e-01,2.861139837387729479e-01,2.685117193337707153e-01,2.866665123283155814e-01
1.700000000000000122e-01,1.000000000000000000e+00,3.154897581585136557e-01,3.026848179034864472e-01,2.834748619741299658e-01,3.032504430568956355e-01
1.799999999999999933e-01,1.000000000000000000e+00,3.340479792266615178e-01,3.190231260788370937e-01,2.982325455818394810e-01,3.196102162595952367e-01
1.900000000000000022e-01,1.000000000000000000e+00,3.526062002948093799e-01,3.351838967935741875e-01,3.127861905106342211e-01,3.357375636589173817e-01
2.000000000000000111e-01,1.000000000000000000e+00,3.711644213629572975e-01,3.510607228980866523e-01,3.271372171142492014e-01,3.516249052443972678e-01
2.099999999999999922e-01,1.000000000000000000e+00,3.897226424311051041e-01,3.666751032210359140e-01,3.412870457464191043e-01,3.672653510424201406e-01
2.200000000000000011e-01,1.000000000000000000e+00,4.082808634992529662e-01,3.820673534917404801e-01,3.552370967608790009e-01,3.826526990861834898e-01
2.300000000000000100e-01,1.000000000000000000e+00,4.268390845674008838e-01,3.972213547410696766e-01,3.689887905113638511e-01,3.977814297994380355e-01
2.399999999999999911e-01,1.000000000000000000e+00,4.453973056355486904e-01,4.120850033031527304e-01,3.825435473516082263e-01,4.126466970313605320e-01
2.500000000000000000e-01,1.000000000000000000e+00,4.639555267036965525e-01,4.266579447971737271e-01,3.959027876353472530e-01,4.272443159988688621e-01
2.600000000000000089e-01,1.000000000000000000e+00,4.825137477718444146e-01,4.409741473813099111e-01,4.090679317163158912e-01,4.415707484069510413e-01
2.700000000000000178e-01,1.000000000000000000e+00,5.010719688399922767e-01,4.550261604660008619e-01,4.220403999482488233e-01,4.556230850273004784e-01
2.800000000000000266e-01,1.000000000000000000e+00,5.196301899081402498e-01,4.688083560446244524e-01,4.348216126848811758e-01,4.693990260209406351e-01
2.899999999999999800e-01,1.000000000000000000e+00,5.381884109762878898e-01,4.823166107793918633e-01,4.474129902799475200e-01,4.828968592918848612e-01
2.999999999999999889e-01,1.000000000000000000e+00,5.567466320444358630e-01,4.955480604729002314e-01,4.598159530871831491e-01,4.961154371565432708e-01
3.099999999999999978e-01,1.000000000000000000e+00,5.753048531125838361e-01,5.084855583224399123e-01,4.720319214603228009e-01,5.090541516079327700e-01
3.200000000000000067e-01,1.000000000000000000e+00,5.938630741807315871e-01,5.211303691026335505e-01,4.840623157531011023e-01,5.217129084451750387e-01
3.300000000000000155e-01,1.000000000000000000e+00,6.124212952488795603e-01,5.334994012793535800e-01,4.959085563192533463e-01,5.340921005276836331e-01
3.400000000000000244e-01,1.000000000000000000e+00,6.309795163170273113e-01,5.455925546237585522e-01,5.075720635125140490e-01,5.461925804002648599e-01
3.499999999999999778e-01,1.000000000000000000e+00,6.495377373851751734e-01,5.574104125316582392e-01,5.190542576866185032e-01,5.580156325204971290e-01
3.599999999999999867e-01,1.000000000000000000e+00,6.680959584533230355e-01,5.689541567004431366e-01,5.303565591953012248e-01,5.695629453036006318e-01
3.699999999999999956e-01,1.000000000000000000e+00,6.866541795214708976e-01,5.802254955741460440e-01,5.414803883922975070e-01,5.808365831829180870e-01
3.800000000000000044e-01,1.000000000000000000e+00,7.052124005896187597e-01,5.912266037820341769e-01,5.524271656313418655e-01,5.918389588664839662e-01
3.900000000000000133e-01,1.000000000000000000e+00,7.237706216577666218e-01,6.019600704500761568e-01,5.631983112661693713e-01,6.025728059522177382e-01
4.000000000000000222e-01,1.000000000000000000e+00,7.423288427259145950e-01,6.124288547433396346e-01,5.737952456505149845e-01,6.130411520463668884e-01
4.099999999999999756e-01,1.000000000000000000e+00,7.608870637940623460e-01,6.226362473531051878e-01,5.842193891381133319e-01,6.232472925121705920e-01
4.199999999999999845e-01,1.000000000000000000e+00,7.794452848622102081e-01,6.325858369103957157e-01,5.944721620826995956e-01,6.331947649585195625e-01
4.299999999999999933e-01,1.000000000000000000e+00,7.980035059303580702e-01,6.422814805115508729e-01,6.045549848380086244e-01,6.428873245618511589e-01
4.400000000000000022e-01,1.000000000000000000e+00,8.165617269985059323e-01,6.517272776987758087e-01,6.144692777577752674e-01,6.523289202987523350e-01
4.500000000000000111e-01,1.000000000000000000e+00,8.351199480666537944e-01,6.609275473608543505e-01,6.242164611957342624e-01,6.615236721519007768e-01
4.600000000000000200e-01,1.000000000000000000e+00,8.536781691348017675e-01,6.698868071152740411e-01,6.337979555056207914e-01,6.704758493380903461e-01
4.699999999999999734e-01,1.000000000000000000e+00,8.722363902029495186e-01,6.785934536887208157e-01,6.432151810411694814e-01,6.791898495942669811e-01
